user_id,timestamp,event_type,latency_since_last_action,geo_distance_from_last_ip,device_switch_count,session_duration,label
7ba61533,2025-06-24 21:09:20.168718,browse,1.6822201298626804,0.0,1,8.00133,0
7ba61533,2025-06-24 21:09:21.657942,location_switch,1.489223902662201,9.191223068012395,1,9.490554,0
eb6656e8,2025-06-22 19:41:14.578660,change_device,2.4112724560515946,0.0,1,2.411272,0
eb6656e8,2025-06-22 19:41:15.968238,logout,1.3895781750144889,0.0,1,3.80085,0
eb6656e8,2025-06-22 19:41:18.072670,login,2.104431797502378,0.0,1,5.905282,0
eb6656e8,2025-06-22 19:41:19.092835,contact_support,1.020164938060112,0.0,1,6.925447,0
eb6656e8,2025-06-22 19:41:20.428742,browse,1.3359069755507846,0.0,1,8.261354,0
eb6656e8,2025-06-22 19:41:22.527173,location_switch,2.0984306179345618,13.692332899977051,1,10.359785,0
d92b5a68,2025-06-22 14:48:14.253072,logout,2.085684140594985,0.0,0,2.085684,0
d92b5a68,2025-06-22 14:48:16.489669,change_device,2.2365966247300118,0.0,1,4.322281,0
d92b5a68,2025-06-22 14:48:18.819264,checkout,2.329595299214492,0.0,1,6.651876,0
d92b5a68,2025-06-22 14:48:21.989637,browse,3.1703731670515234,0.0,1,9.822249,0
d92b5a68,2025-06-22 14:48:24.525130,login,2.5354925935086845,0.0,1,12.357742,0
d92b5a68,2025-06-22 14:48:26.573338,checkout,2.0482082395151293,0.0,1,14.40595,0
d92b5a68,2025-06-22 14:48:28.782889,logout,2.2095510527988216,0.0,1,16.615501,0
d92b5a68,2025-06-22 14:48:30.306375,browse,1.5234861053917488,0.0,1,18.138987,0
65bf53dc,2025-06-24 08:51:13.643453,browse,1.476064698709093,0.0,0,1.476065,1
65bf53dc,2025-06-24 08:51:15.304992,location_switch,1.6615389998470207,13.05838144420434,0,3.137604,1
65bf53dc,2025-06-24 08:51:17.820492,logout,2.5154997612479755,0.0,0,5.653104,1
65bf53dc,2025-06-24 08:51:20.286132,contact_support,2.4656400595580994,0.0,0,8.118744,1
65bf53dc,2025-06-24 08:51:21.866523,change_device,1.5803912383886807,0.0,1,9.699135,1
65bf53dc,2025-06-24 08:51:23.711917,add_to_cart,1.8453938120743927,0.0,1,11.544529,1
65bf53dc,2025-06-24 08:51:25.877549,change_device,2.165631715701782,0.0,2,13.710161,1
65bf53dc,2025-06-24 08:51:28.365322,change_device,2.4877725635611796,0.0,3,16.197934,1
65bf53dc,2025-06-24 08:51:30.125735,checkout,1.760412881077355,0.0,3,17.958347,1
65bf53dc,2025-06-24 08:51:32.032906,logout,1.9071705116680915,0.0,3,19.865518,1
cf93408e,2025-06-22 12:46:14.773474,add_to_cart,2.606086171066563,0.0,0,2.606086,0
cf93408e,2025-06-22 12:46:17.390222,checkout,2.6167484022715284,0.0,0,5.222834,0
cf93408e,2025-06-22 12:46:18.603144,add_to_cart,1.2129223565279728,0.0,0,6.435756,0
cf93408e,2025-06-22 12:46:20.922120,contact_support,2.318976471612445,0.0,0,8.754732,0
cf93408e,2025-06-22 12:46:21.899908,location_switch,0.9777884890900426,15.347404430984652,0,9.73252,0
cf93408e,2025-06-22 12:46:23.433027,logout,1.533118579543975,0.0,0,11.265639,0
cf93408e,2025-06-22 12:46:25.825131,checkout,2.392104093826969,0.0,0,13.657743,0
cf93408e,2025-06-22 12:46:27.517693,change_device,1.6925621202913446,0.0,1,15.350305,0
0932dd6b,2025-06-22 08:33:14.333834,login,2.166446220244465,0.0,0,2.166446,0
0932dd6b,2025-06-22 08:33:15.624459,change_device,1.2906247707042986,0.0,1,3.457071,0
0932dd6b,2025-06-22 08:33:18.145705,location_switch,2.5212458086697103,14.517662453129212,1,5.978317,0
0932dd6b,2025-06-22 08:33:20.155205,logout,2.0095001655310747,0.0,1,7.987817,0
0932dd6b,2025-06-22 08:33:21.887997,browse,1.7327917731632474,0.0,1,9.720609,0
7556d72f,2025-06-24 02:53:13.419861,change_device,1.2524730645928321,0.0,1,1.252473,0
7556d72f,2025-06-24 02:53:15.015614,checkout,1.5957531985534061,0.0,1,2.848226,0
7556d72f,2025-06-24 02:53:16.764735,contact_support,1.7491214782077318,0.0,1,4.597347,0
7556d72f,2025-06-24 02:53:19.222436,location_switch,2.457701058851037,11.643755548298422,1,7.055048,0
7556d72f,2025-06-24 02:53:20.957556,contact_support,1.7351198981164806,0.0,1,8.790168,0
7556d72f,2025-06-24 02:53:23.214190,add_to_cart,2.256633716556678,0.0,1,11.046802,0
7556d72f,2025-06-24 02:53:25.262729,logout,2.0485387746740202,0.0,1,13.095341,0
7556d72f,2025-06-24 02:53:27.747051,add_to_cart,2.4843224952664444,0.0,1,15.579663,0
6cecdfe1,2025-06-24 12:37:14.529430,logout,2.3620416257629384,0.0,0,2.362042,0
6cecdfe1,2025-06-24 12:37:16.401548,location_switch,1.8721176815205287,14.249606020311747,0,4.23416,0
6cecdfe1,2025-06-24 12:37:17.745886,location_switch,1.3443378871244454,5.648475227194631,0,5.578498,0
6cecdfe1,2025-06-24 12:37:19.492564,change_device,1.746678390184238,0.0,1,7.325176,0
6cecdfe1,2025-06-24 12:37:20.837589,checkout,1.345024656393763,0.0,1,8.670201,0
6cecdfe1,2025-06-24 12:37:24.309421,add_to_cart,3.471831708240642,0.0,1,12.142033,0
6cecdfe1,2025-06-24 12:37:25.761288,contact_support,1.4518671023593221,0.0,1,13.5939,0
6cecdfe1,2025-06-24 12:37:28.218730,browse,2.457442160963006,0.0,1,16.051342,0
6cecdfe1,2025-06-24 12:37:29.885700,login,1.6669696898847857,0.0,1,17.718312,0
98b93c08,2025-06-22 23:13:13.910494,add_to_cart,1.7431062542458768,0.0,0,1.743106,0
98b93c08,2025-06-22 23:13:14.864694,location_switch,0.9542001651563679,16.318702653831934,0,2.697306,0
98b93c08,2025-06-22 23:13:16.856952,browse,1.9922583299941106,0.0,0,4.689564,0
98b93c08,2025-06-22 23:13:18.843264,location_switch,1.9863117772074206,14.089367561082824,0,6.675876,0
98b93c08,2025-06-22 23:13:20.315962,location_switch,1.4726977652665814,6.20836439740879,0,8.148574,0
e296bb16,2025-06-28 12:00:14.396096,logout,2.2287078243595713,0.0,0,2.228708,0
e296bb16,2025-06-28 12:00:16.175213,login,1.7791169883869935,0.0,0,4.007825,0
e296bb16,2025-06-28 12:00:18.133130,browse,1.9579174574094114,0.0,0,5.965742,0
e296bb16,2025-06-28 12:00:20.751638,logout,2.6185080364682305,0.0,0,8.58425,0
e296bb16,2025-06-28 12:00:22.038399,change_device,1.2867605576372236,0.0,1,9.871011,0
e296bb16,2025-06-28 12:00:24.207410,browse,2.169011329437571,0.0,1,12.040022,0
e296bb16,2025-06-28 12:00:27.194696,logout,2.987285598476743,0.0,1,15.027308,0
6dce70a2,2025-06-26 16:00:14.060226,contact_support,1.8928377583719036,0.0,0,1.892838,0
6dce70a2,2025-06-26 16:00:15.715629,login,1.6554028947678774,0.0,0,3.548241,0
6dce70a2,2025-06-26 16:00:18.079546,logout,2.3639165570829337,0.0,0,5.912158,0
6dce70a2,2025-06-26 16:00:19.770011,add_to_cart,1.69046531982252,0.0,0,7.602623,0
6dce70a2,2025-06-26 16:00:21.948091,browse,2.17807991519469,0.0,0,9.780703,0
6cdfae70,2025-06-25 02:46:14.156448,checkout,1.9890595628306176,0.0,0,1.98906,0
6cdfae70,2025-06-25 02:46:16.412660,add_to_cart,2.2562118661858017,0.0,0,4.245272,0
6cdfae70,2025-06-25 02:46:18.684404,change_device,2.271744345621218,0.0,1,6.517016,0
6cdfae70,2025-06-25 02:46:20.698454,add_to_cart,2.014049731674101,0.0,1,8.531066,0
6cdfae70,2025-06-25 02:46:22.099910,login,1.4014564683308486,0.0,1,9.932522,0
6cdfae70,2025-06-25 02:46:24.494746,change_device,2.3948364023753363,0.0,2,12.327358,0
6cdfae70,2025-06-25 02:46:26.710491,contact_support,2.215744731631521,0.0,2,14.543103,0
6cdfae70,2025-06-25 02:46:28.162115,login,1.4516238507114052,0.0,2,15.994727,0
6cdfae70,2025-06-25 02:46:29.820964,browse,1.658849218039864,0.0,2,17.653576,0
6cdfae70,2025-06-25 02:46:32.264720,change_device,2.4437558072081345,0.0,3,20.097332,0
c1fe8705,2025-06-25 05:15:14.470130,login,2.3027415654238377,0.0,0,2.302742,0
c1fe8705,2025-06-25 05:15:15.938978,checkout,1.4688481431369476,0.0,0,3.77159,0
c1fe8705,2025-06-25 05:15:18.175774,browse,2.236796215317591,0.0,0,6.008386,0
c1fe8705,2025-06-25 05:15:19.716062,browse,1.5402878828830984,0.0,0,7.548674,0
c1fe8705,2025-06-25 05:15:22.491029,contact_support,2.77496720250877,0.0,0,10.323641,0
adf3b97a,2025-06-22 12:10:14.408378,add_to_cart,2.2409895695014472,0.0,0,2.24099,0
adf3b97a,2025-06-22 12:10:16.871606,add_to_cart,2.463228179310161,0.0,0,4.704218,0
adf3b97a,2025-06-22 12:10:18.452815,contact_support,1.581209304118443,0.0,0,6.285427,0
adf3b97a,2025-06-22 12:10:20.791408,add_to_cart,2.33859303279105,0.0,0,8.62402,0
adf3b97a,2025-06-22 12:10:23.727568,logout,2.93615955866036,0.0,0,11.56018,0
adf3b97a,2025-06-22 12:10:25.925755,location_switch,2.198186970032221,6.871918523835342,0,13.758367,0
adf3b97a,2025-06-22 12:10:27.664524,checkout,1.7387692602337086,0.0,0,15.497136,0
adf3b97a,2025-06-22 12:10:29.671041,checkout,2.0065169498832756,0.0,0,17.503653,0
adf3b97a,2025-06-22 12:10:31.859926,logout,2.188884795986546,0.0,0,19.692538,0
adf3b97a,2025-06-22 12:10:33.891338,location_switch,2.031412299866591,12.507981826730862,0,21.72395,0
28d3fbd7,2025-06-25 23:15:14.649793,contact_support,2.4824052911642176,0.0,0,2.482405,0
28d3fbd7,2025-06-25 23:15:16.117377,browse,1.4675844235684972,0.0,0,3.949989,0
28d3fbd7,2025-06-25 23:15:18.171733,checkout,2.0543558998136926,0.0,0,6.004345,0
28d3fbd7,2025-06-25 23:15:20.224615,checkout,2.0528818235138804,0.0,0,8.057227,0
28d3fbd7,2025-06-25 23:15:22.684948,browse,2.460333357856536,0.0,0,10.51756,0
28d3fbd7,2025-06-25 23:15:24.571587,change_device,1.886638772225319,0.0,1,12.404199,0
28d3fbd7,2025-06-25 23:15:26.898111,login,2.3265241555248806,0.0,1,14.730723,0
09a5f8f6,2025-06-28 09:55:14.718732,checkout,2.5513437327313557,0.0,0,2.551344,0
09a5f8f6,2025-06-28 09:55:16.865268,checkout,2.146536236649341,0.0,0,4.69788,0
09a5f8f6,2025-06-28 09:55:18.508092,login,1.642824290986816,0.0,0,6.340704,0
09a5f8f6,2025-06-28 09:55:21.440979,browse,2.9328872555723784,0.0,0,9.273591,0
09a5f8f6,2025-06-28 09:55:23.677895,login,2.2369164604558938,0.0,0,11.510507,0
09a5f8f6,2025-06-28 09:55:25.082243,checkout,1.4043482513986758,0.0,0,12.914855,0
09a5f8f6,2025-06-28 09:55:27.410520,browse,2.328276804316915,0.0,0,15.243132,0
09a5f8f6,2025-06-28 09:55:28.923179,login,1.5126591648863392,0.0,0,16.755791,0
3b05303a,2025-06-25 11:30:14.560930,checkout,2.393542301871226,0.0,0,2.393542,0
3b05303a,2025-06-25 11:30:16.329667,logout,1.768736569899124,0.0,0,4.162279,0
3b05303a,2025-06-25 11:30:17.773418,contact_support,1.443751322835276,0.0,0,5.60603,0
3b05303a,2025-06-25 11:30:20.207033,checkout,2.433614749488222,0.0,0,8.039645,0
5e760601,2025-06-27 20:31:14.646595,contact_support,2.4792069181066494,0.0,0,2.479207,0
5e760601,2025-06-27 20:31:16.212774,checkout,1.5661794550103127,0.0,0,4.045386,0
5e760601,2025-06-27 20:31:18.285705,contact_support,2.0729309262141546,0.0,0,6.118317,0
5e760601,2025-06-27 20:31:19.600769,location_switch,1.3150644716418518,6.141096252533707,0,7.433381,0
5e760601,2025-06-27 20:31:22.040106,checkout,2.4393367740954477,0.0,0,9.872718,0
e3acc9c9,2025-06-22 19:02:14.047591,location_switch,1.8802027459030952,0.31811895007699875,0,1.880203,0
e3acc9c9,2025-06-22 19:02:15.623912,change_device,1.5763212359436782,0.0,1,3.456524,0
e3acc9c9,2025-06-22 19:02:18.306129,location_switch,2.6822167236601593,15.860144519022,1,6.138741,0
e3acc9c9,2025-06-22 19:02:20.119569,location_switch,1.8134404051748185,12.517985320724087,1,7.952181,0
49a4c1d6,2025-06-27 00:48:13.631942,login,1.464553750969444,0.0,0,1.464554,0
49a4c1d6,2025-06-27 00:48:15.873178,browse,2.2412362076215926,0.0,0,3.70579,0
49a4c1d6,2025-06-27 00:48:17.761447,login,1.8882686073370745,0.0,0,5.594059,0
49a4c1d6,2025-06-27 00:48:20.118447,location_switch,2.357000247046046,12.366188122867724,0,7.951059,0
49a4c1d6,2025-06-27 00:48:22.082033,change_device,1.9635855436715637,0.0,1,9.914645,0
49a4c1d6,2025-06-27 00:48:23.658636,browse,1.5766031409657975,0.0,1,11.491248,0
49a4c1d6,2025-06-27 00:48:24.901212,checkout,1.2425763876570677,0.0,1,12.733824,0
49a4c1d6,2025-06-27 00:48:26.677955,checkout,1.7767425239664894,0.0,1,14.510567,0
49a4c1d6,2025-06-27 00:48:29.106154,checkout,2.428199397161736,0.0,1,16.938766,0
49a4c1d6,2025-06-27 00:48:31.213201,contact_support,2.107046872065102,0.0,1,19.045813,0
510af2c2,2025-06-23 07:33:13.544519,add_to_cart,1.377130610644006,0.0,0,1.377131,0
510af2c2,2025-06-23 07:33:15.859556,logout,2.3150374693005036,0.0,0,3.692168,0
510af2c2,2025-06-23 07:33:18.741025,contact_support,2.8814687361516143,0.0,0,6.573637,0
510af2c2,2025-06-23 07:33:20.856502,checkout,2.1154768614725663,0.0,0,8.689114,0
510af2c2,2025-06-23 07:33:22.452034,browse,1.5955315543048194,0.0,0,10.284646,0
510af2c2,2025-06-23 07:33:24.980746,contact_support,2.528711754431188,0.0,0,12.813358,0
510af2c2,2025-06-23 07:33:27.006426,browse,2.025680429739818,0.0,0,14.839038,0
053a24c3,2025-06-22 07:05:14.392275,login,2.224887019244367,0.0,0,2.224887,0
053a24c3,2025-06-22 07:05:17.281737,browse,2.8894621719429807,0.0,0,5.114349,0
053a24c3,2025-06-22 07:05:18.948265,checkout,1.6665283125217436,0.0,0,6.780877,0
053a24c3,2025-06-22 07:05:20.102356,add_to_cart,1.1540908718748484,0.0,0,7.934968,0
053a24c3,2025-06-22 07:05:22.430755,location_switch,2.32839866558199,2.8204959031298404,0,10.263367,0
053a24c3,2025-06-22 07:05:23.839122,contact_support,1.4083671892727905,0.0,0,11.671734,0
053a24c3,2025-06-22 07:05:26.086620,contact_support,2.2474978270958474,0.0,0,13.919232,0
053a24c3,2025-06-22 07:05:28.003965,checkout,1.9173451927232188,0.0,0,15.836577,0
053a24c3,2025-06-22 07:05:29.660377,location_switch,1.656412412333745,10.341756255519144,0,17.492989,0
3bb64de9,2025-06-22 09:17:13.962684,location_switch,1.7952955847142213,7.573182260854483,0,1.795296,0
3bb64de9,2025-06-22 09:17:16.003621,login,2.0409370696931615,0.0,0,3.836233,0
3bb64de9,2025-06-22 09:17:19.160950,location_switch,3.1573292833367543,0.6636740370412586,0,6.993562,0
3bb64de9,2025-06-22 09:17:21.504080,logout,2.3431300951872567,0.0,0,9.336692,0
3bb64de9,2025-06-22 09:17:22.697722,contact_support,1.1936420644051742,0.0,0,10.530334,0
6309b509,2025-06-24 23:10:14.344598,contact_support,2.177209792559831,0.0,0,2.17721,0
6309b509,2025-06-24 23:10:15.404442,add_to_cart,1.0598437057737218,0.0,0,3.237054,0
6309b509,2025-06-24 23:10:17.887638,checkout,2.4831960009862084,0.0,0,5.72025,0
6309b509,2025-06-24 23:10:19.632166,logout,1.7445277663565188,0.0,0,7.464778,0
6309b509,2025-06-24 23:10:22.237365,checkout,2.6051993165683194,0.0,0,10.069977,0
6309b509,2025-06-24 23:10:24.161747,login,1.9243820172538855,0.0,0,11.994359,0
6309b509,2025-06-24 23:10:25.974486,login,1.812739220454765,0.0,0,13.807098,0
c70b31da,2025-06-25 06:55:13.521780,login,1.3543919434319085,0.0,0,1.354392,0
c70b31da,2025-06-25 06:55:16.203498,contact_support,2.681717745475852,0.0,0,4.03611,0
c70b31da,2025-06-25 06:55:18.617881,add_to_cart,2.4143829888024375,0.0,0,6.450493,0
c70b31da,2025-06-25 06:55:20.625453,login,2.007571639129932,0.0,0,8.458065,0
5d0f9f37,2025-06-27 11:57:14.388425,add_to_cart,2.221037008433366,0.0,0,2.221037,0
5d0f9f37,2025-06-27 11:57:16.057532,browse,1.669106767615806,0.0,0,3.890144,0
5d0f9f37,2025-06-27 11:57:18.483749,browse,2.426216667398112,0.0,0,6.316361,0
5d0f9f37,2025-06-27 11:57:20.087489,checkout,1.6037396307836498,0.0,0,7.920101,0
abb523fa,2025-06-26 07:32:14.110020,checkout,1.9426317792665504,0.0,0,1.942632,0
abb523fa,2025-06-26 07:32:16.042161,login,1.932141308840884,0.0,0,3.874773,0
abb523fa,2025-06-26 07:32:17.645408,browse,1.6032474911636947,0.0,0,5.47802,0
abb523fa,2025-06-26 07:32:19.461183,location_switch,1.8157750054566517,10.78600927548539,0,7.293795,0
f395bdb4,2025-06-28 08:39:13.929915,change_device,1.762527344419522,0.0,1,1.762527,1
f395bdb4,2025-06-28 08:39:15.603250,logout,1.6733353837131442,0.0,1,3.435862,1
f395bdb4,2025-06-28 08:39:18.485977,checkout,2.882727120140548,0.0,1,6.318589,1
f395bdb4,2025-06-28 08:39:20.688468,change_device,2.2024908554804776,0.0,2,8.52108,1
f395bdb4,2025-06-28 08:39:22.058026,checkout,1.3695580228324773,0.0,2,9.890638,1
f395bdb4,2025-06-28 08:39:24.516957,logout,2.458930973527388,0.0,2,12.349569,1
f395bdb4,2025-06-28 08:39:27.578035,location_switch,3.0610780985063166,15.162326302755734,2,15.410647,1
f395bdb4,2025-06-28 08:39:28.818350,add_to_cart,1.2403150170229933,0.0,2,16.650962,1
13d9b073,2025-06-25 03:12:13.925271,change_device,1.7578829635668742,0.0,1,1.757883,0
13d9b073,2025-06-25 03:12:15.585269,browse,1.6599978329410285,0.0,1,3.417881,0
13d9b073,2025-06-25 03:12:17.453566,login,1.8682970775663634,0.0,1,5.286178,0
13d9b073,2025-06-25 03:12:19.313239,contact_support,1.8596725623295898,0.0,1,7.145851,0
13d9b073,2025-06-25 03:12:21.011251,browse,1.6980120402511258,0.0,1,8.843863,0
13d9b073,2025-06-25 03:12:22.736625,browse,1.725373546317849,0.0,1,10.569237,0
13d9b073,2025-06-25 03:12:25.285023,checkout,2.548398127220702,0.0,1,13.117635,0
bdb7ae14,2025-06-27 11:25:14.983594,add_to_cart,2.8162056519658174,0.0,0,2.816206,1
bdb7ae14,2025-06-27 11:25:16.268523,change_device,1.2849293110196838,0.0,1,4.101135,1
bdb7ae14,2025-06-27 11:25:18.048501,browse,1.779977756651508,0.0,1,5.881113,1
bdb7ae14,2025-06-27 11:25:20.113871,checkout,2.0653702886430456,0.0,1,7.946483,1
bdb7ae14,2025-06-27 11:25:22.834508,change_device,2.720636644533058,0.0,2,10.66712,1
bdb7ae14,2025-06-27 11:25:24.116577,logout,1.2820689244102803,0.0,2,11.949189,1
211338b5,2025-06-23 12:21:14.369876,logout,2.2024877543852623,0.0,0,2.202488,0
211338b5,2025-06-23 12:21:16.824745,login,2.4548690874799086,0.0,0,4.657357,0
211338b5,2025-06-23 12:21:18.723516,logout,1.8987712370842245,0.0,0,6.556128,0
211338b5,2025-06-23 12:21:20.753964,browse,2.0304483035585803,0.0,0,8.586576,0
211338b5,2025-06-23 12:21:23.077545,add_to_cart,2.323581348393522,0.0,0,10.910157,0
211338b5,2025-06-23 12:21:25.140592,logout,2.0630474139120145,0.0,0,12.973204,0
211338b5,2025-06-23 12:21:26.191904,browse,1.051311508755671,0.0,0,14.024516,0
277024e6,2025-06-22 22:30:14.807658,add_to_cart,2.640270380838732,0.0,0,2.64027,0
277024e6,2025-06-22 22:30:16.921150,logout,2.113492150609675,0.0,0,4.753762,0
277024e6,2025-06-22 22:30:18.785669,logout,1.8645188689161307,0.0,0,6.618281,0
277024e6,2025-06-22 22:30:21.008814,checkout,2.223144674000959,0.0,0,8.841426,0
277024e6,2025-06-22 22:30:23.576935,change_device,2.5681211585596313,0.0,1,11.409547,0
277024e6,2025-06-22 22:30:25.827648,checkout,2.2507133785130407,0.0,1,13.66026,0
277024e6,2025-06-22 22:30:28.357967,logout,2.530319289410705,0.0,1,16.190579,0
277024e6,2025-06-22 22:30:30.023480,contact_support,1.6655125863416573,0.0,1,17.856092,0
277024e6,2025-06-22 22:30:31.589438,logout,1.5659578872977562,0.0,1,19.42205,0
00e4b717,2025-06-22 07:09:14.307884,location_switch,2.1404959338675162,6.88650240089703,0,2.140496,0
00e4b717,2025-06-22 07:09:16.203823,logout,1.8959388748213624,0.0,0,4.036435,0
00e4b717,2025-06-22 07:09:17.957323,login,1.7534995326705833,0.0,0,5.789935,0
00e4b717,2025-06-22 07:09:19.662641,login,1.705317621527894,0.0,0,7.495253,0
70b09fc7,2025-06-25 12:21:14.592189,add_to_cart,2.4248010485105125,0.0,0,2.424801,0
70b09fc7,2025-06-25 12:21:17.068195,logout,2.4760055469233473,0.0,0,4.900807,0
70b09fc7,2025-06-25 12:21:19.794470,add_to_cart,2.7262751237311855,0.0,0,7.627082,0
70b09fc7,2025-06-25 12:21:21.975477,contact_support,2.1810069559712355,0.0,0,9.808089,0
70b09fc7,2025-06-25 12:21:24.266134,location_switch,2.290657067017862,6.851495713674436,0,12.098746,0
70b09fc7,2025-06-25 12:21:26.704511,login,2.438377324976163,0.0,0,14.537123,0
70b09fc7,2025-06-25 12:21:28.980380,browse,2.275868505232537,0.0,0,16.812992,0
70b09fc7,2025-06-25 12:21:30.625316,browse,1.644936021036258,0.0,0,18.457928,0
70b09fc7,2025-06-25 12:21:31.731480,add_to_cart,1.106164194034109,0.0,0,19.564092,0
70b09fc7,2025-06-25 12:21:33.121195,login,1.3897149478590727,0.0,0,20.953807,0
28be4916,2025-06-25 22:06:14.440937,add_to_cart,2.273548690585019,0.0,0,2.273549,1
28be4916,2025-06-25 22:06:16.339841,location_switch,1.898903673783053,8.911593983863899,0,4.172453,1
28be4916,2025-06-25 22:06:18.889229,add_to_cart,2.549388425993595,0.0,0,6.721841,1
28be4916,2025-06-25 22:06:21.301937,login,2.412708174494015,0.0,0,9.134549,1
28be4916,2025-06-25 22:06:23.708692,logout,2.4067548180003193,0.0,0,11.541304,1
28be4916,2025-06-25 22:06:26.361431,change_device,2.6527394035771645,0.0,1,14.194043,1
28be4916,2025-06-25 22:06:28.371933,login,2.0105019208163797,0.0,1,16.204545,1
28be4916,2025-06-25 22:06:30.712909,change_device,2.3409764856474817,0.0,2,18.545521,1
469c1f79,2025-06-24 02:38:14.012255,checkout,1.844866621703272,0.0,0,1.844867,0
469c1f79,2025-06-24 02:38:15.876735,browse,1.8644797688557286,0.0,0,3.709347,0
469c1f79,2025-06-24 02:38:17.570188,change_device,1.693452658545811,0.0,1,5.4028,0
469c1f79,2025-06-24 02:38:20.526347,location_switch,2.9561588199199855,15.32613541273459,1,8.358959,0
469c1f79,2025-06-24 02:38:21.630324,add_to_cart,1.1039774499323927,0.0,1,9.462936,0
469c1f79,2025-06-24 02:38:23.406937,checkout,1.7766132441050462,0.0,1,11.239549,0
469c1f79,2025-06-24 02:38:26.009398,add_to_cart,2.602461460889287,0.0,1,13.84201,0
469c1f79,2025-06-24 02:38:27.411068,add_to_cart,1.401669765393239,0.0,1,15.24368,0
469c1f79,2025-06-24 02:38:29.796407,location_switch,2.3853391647615556,13.335280517348957,1,17.629019,0
6a4afb89,2025-06-22 00:03:15.074221,change_device,2.906833287939454,0.0,1,2.906833,0
6a4afb89,2025-06-22 00:03:17.276512,location_switch,2.2022914475587623,10.450362934908306,1,5.109124,0
6a4afb89,2025-06-22 00:03:19.317877,checkout,2.0413652179002395,0.0,1,7.150489,0
6a4afb89,2025-06-22 00:03:21.188668,logout,1.8707911320912822,0.0,1,9.02128,0
6a4afb89,2025-06-22 00:03:23.780409,add_to_cart,2.591741160070501,0.0,1,11.613021,0
4b39e62b,2025-06-22 22:48:14.446943,login,2.279554601307264,0.0,0,2.279555,0
4b39e62b,2025-06-22 22:48:16.883214,contact_support,2.43627079571524,0.0,0,4.715826,0
4b39e62b,2025-06-22 22:48:19.460391,checkout,2.577177169204462,0.0,0,7.293003,0
4b39e62b,2025-06-22 22:48:21.221700,checkout,1.7613091347123395,0.0,0,9.054312,0
4b39e62b,2025-06-22 22:48:22.889586,contact_support,1.6678862783477886,0.0,0,10.722198,0
4b39e62b,2025-06-22 22:48:25.569642,change_device,2.6800556831240856,0.0,1,13.402254,0
4b39e62b,2025-06-22 22:48:26.551104,logout,0.9814620325139305,0.0,1,14.383716,0
ff38ffc0,2025-06-24 07:25:14.952404,login,2.785016140271336,0.0,0,2.785016,0
ff38ffc0,2025-06-24 07:25:16.590237,checkout,1.6378331023264503,0.0,0,4.422849,0
ff38ffc0,2025-06-24 07:25:17.652348,location_switch,1.0621106807180285,7.128992755961605,0,5.48496,0
ff38ffc0,2025-06-24 07:25:18.906361,change_device,1.2540128372705754,0.0,1,6.738973,0
ff38ffc0,2025-06-24 07:25:21.701440,logout,2.7950788595054252,0.0,1,9.534052,0
49a67c41,2025-06-22 12:14:14.403209,logout,2.2358209772240345,0.0,0,2.235821,1
